GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_1082|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,0.7920792079207921%,0.007920792079207921
>MEG_1083|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,10.024057738572575%,0.10024057738572574
>MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,27.527405602923267%,0.2911084043848965
>MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,1.2180267965895248%,0.012180267965895249
>MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.5578562728380025%,0.025578562728380026
>MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,3.7758830694275276%,0.037758830694275276
>MEG_1088|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,13.766519823788546%,0.13766519823788545
>MEG_1089|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.092511013215859%,0.02092511013215859
>MEG_108|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.823529411764706%,0.02823529411764706
>MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,3.990326481257558%,0.03990326481257558
>MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.679658952496955%,0.02679658952496955
>MEG_1092|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0.3821656050955414%,0.003821656050955414
>MEG_1093|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.8634361233480177%,0.03303964757709251
>MEG_1094|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0.881057268722467%,0.00881057268722467
>MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,5.398773006134969%,0.053987730061349694
>MEG_1098|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH7-DPRIME,1.9328585961342828%,0.019328585961342827
>MEG_1099|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,3.0706243602865912%,0.030706243602865915
>MEG_109|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3.7647058823529407%,0.03764705882352941
>MEG_1100|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,1.5353121801432956%,0.015353121801432957
>MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,12.040816326530612%,0.12040816326530612
>MEG_1102|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|APMA,2.2249690976514214%,0.022249690976514216
>MEG_1105|Drugs|betalactams|Class_C_betalactamases|AQU,12.599822537710736%,0.13043478260869565
>MEG_1106|Drugs|betalactams|Class_C_betalactamases|AQU,0.176522506619594%,0.00176522506619594
>MEG_1107|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|ARIR,30.677290836653388%,0.4701195219123506
>MEG_1108|Drugs|betalactams|Class_A_betalactamases|ARL,1.3205282112845138%,0.013205282112845138
>MEG_1109|Drugs|betalactams|Class_A_betalactamases|ARL,3.601440576230492%,0.03601440576230492
>MEG_1111|Drugs|betalactams|Class_A_betalactamases|ARL,14.165666266506602%,0.14165666266506602
>MEG_1112|Drugs|betalactams|Class_A_betalactamases|ARL,0.12004801920768307%,0.0012004801920768306
>MEG_1113|Drugs|betalactams|Class_A_betalactamases|ARL,16.086434573829532%,0.1608643457382953
>MEG_1114|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,2.7950310559006213%,0.027950310559006212
>MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,7.298136645962733%,0.07608695652173914
>MEG_1116|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,4.813664596273292%,0.04813664596273292
>MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,36.024844720496894%,0.5574534161490683
>MEG_1119|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,9.402985074626866%,0.10895522388059702
>MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA,16.094986807387862%,0.1741424802110818
>MEG_1121|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ARMR,9.58904109589041%,0.0958904109589041
>MEG_1122|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA,2.0780537252914346%,0.020780537252914344
>MEG_1123|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,1.1441647597254003%,0.011441647597254004
>MEG_1124|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,4.576659038901601%,0.04576659038901602
>MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,25.400457665903893%,0.2768878718535469
>MEG_1126|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,29.899497487437188%,0.2989949748743719
>MEG_1127|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,4.805491990846682%,0.05491990846681922
>MEG_1128|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,29.807692307692307%,0.2980769230769231
>MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.705882352941177%,0.047058823529411764
>MEG_1130|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,4.576659038901601%,0.04576659038901602
>MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,4.118993135011442%,0.041189931350114416
>MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,9.153318077803203%,0.09610983981693363
>MEG_1133|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,2.9748283752860414%,0.029748283752860413
>MEG_1134|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,16.247139588100687%,0.2929061784897025
>MEG_1135|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,3.984819734345351%,0.03984819734345351
>MEG_1136|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,5.949656750572083%,0.059496567505720827
>MEG_1137|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,13.501144164759726%,0.2700228832951945
>MEG_1138|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0.9153318077803204%,0.009153318077803204
>MEG_1139|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA,3.9623381718320907%,0.05256963515103962
>MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,6.8235294117647065%,0.06823529411764706
>MEG_1140|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA,0.9415457041977247%,0.009415457041977247
>MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,3.3381712626995643%,0.033381712626995644
>MEG_1142|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,0.9216589861751152%,0.009216589861751152
>MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1.2096774193548387%,0.012096774193548387
>MEG_1144|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1.3824884792626728%,0.013824884792626729
>MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1.098901098901099%,0.01098901098901099
>MEG_1146|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,0.6829268292682927%,0.006829268292682927
>MEG_1147|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,11.609756097560977%,0.11902439024390243
>MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,1.0204081632653061%,0.01020408163265306
>MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,3.061224489795918%,0.03139717425431711
>MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.976303317535545%,0.04976303317535545
>MEG_1150|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2.197802197802198%,0.02197802197802198
>MEG_1151|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0.7849293563579277%,0.007849293563579277
>MEG_1152|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,27.55281690140845%,0.3142605633802817
>MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,10.518053375196232%,0.10518053375196232
>MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0.7894736842105263%,0.007894736842105263
>MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,7.105263157894736%,0.07105263157894737
>MEG_1157|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,6.36604774535809%,0.0636604774535809
>MEG_1158|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,6.052631578947368%,0.060526315789473685
>MEG_1159|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,4.455445544554455%,0.04455445544554455
>MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.739336492890995%,0.04739336492890995
>MEG_1160|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,11.052631578947368%,0.11052631578947368
>MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,3.6585365853658534%,0.036585365853658534
>MEG_1163|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,30.0%,0.3
>MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,0.7317073170731708%,0.007317073170731708
>MEG_1165|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,34.00576368876081%,0.345821325648415
>MEG_1166|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSDM,38.328530259366%,0.38328530259365995
>MEG_1167|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSH,17.276720351390924%,0.17276720351390923
>MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,6.2809917355371905%,0.0628099173553719
>MEG_1169|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSM,0.4784688995215311%,0.004784688995215311
>MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3.080568720379147%,0.030805687203791468
>MEG_1170|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSP,2.682403433476395%,0.02682403433476395
>MEG_1171|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,57.692307692307686%,0.6982248520710059
>MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,34.437086092715234%,0.39403973509933776
>MEG_1173|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,2.6627218934911245%,0.026627218934911243
>MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,6.354515050167224%,0.06354515050167224
>MEG_1175|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,3.3444816053511706%,0.033444816053511704
>MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,6.804733727810651%,0.07100591715976332
>MEG_1177|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,36.3905325443787%,0.363905325443787
>MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,4.20353982300885%,0.07079646017699115
>MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,27.96208530805687%,0.2914691943127962
>MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,7.399347116430903%,0.07399347116430903
>MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,42.1875%,0.528125
>MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,2.04778156996587%,0.030716723549488054
>MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST,0.43620501635768816%,0.004362050163576881
>MEG_1184|Drugs|betalactams|Class_A_betalactamases|AXC,2.0431328036322363%,0.02043132803632236
>MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY,0.1601537475976938%,0.0016015374759769379
>MEG_1186|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY,10.86206896551724%,0.11551724137931034
>MEG_1188|Drugs|betalactams|Class_C_betalactamases|AZECL,4.070796460176991%,0.04070796460176991
>MEG_118|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.941176470588235%,0.04941176470588235
>MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,0.24813895781637718%,0.0024813895781637717
>MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,16.69024045261669%,0.1669024045261669
>MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,4.384724186704385%,0.04384724186704385
>MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0.5043227665706052%,0.005043227665706052
>MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,9.654178674351584%,0.09654178674351585
>MEG_1195|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0.2888086642599278%,0.002888086642599278
>MEG_1196|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BAHA,0.7579135086937138%,0.007579135086937138
>MEG_1198|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS,8.46262341325811%,0.0846262341325811
>MEG_1199|Drugs|betalactams|Class_D_betalactamases|BAT,3.286978508217446%,0.03286978508217446
>MEG_119|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0%,0.04
>MEG_1200|Drugs|betalactams|Class_A_betalactamases|BBI,2.1134593993325916%,0.021134593993325918
>MEG_1201|Drugs|betalactams|Class_B_betalactamases|BC,16.243093922651934%,0.16243093922651933
>MEG_1202|Drugs|betalactams|Class_B_betalactamases|BCII,2.9023746701846966%,0.029023746701846966
>MEG_1203|Drugs|betalactams|Class_B_betalactamases|BCII,0.5277044854881267%,0.005277044854881266
>MEG_1204|Drugs|betalactams|Class_B_betalactamases|BCII,5.562913907284768%,0.05562913907284768
>MEG_1205|Drugs|betalactams|Class_B_betalactamases|BCII,3.1788079470198674%,0.031788079470198675
>MEG_1206|Drugs|betalactams|Class_B_betalactamases|BCII,3.3112582781456954%,0.033112582781456956
>MEG_1207|Drugs|betalactams|Class_A_betalactamases|BCL,3.932584269662921%,0.03932584269662921
>MEG_1208|Drugs|betalactams|Class_A_betalactamases|BCL,3.0837004405286343%,0.030837004405286344
>MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,0.6261180679785331%,0.006261180679785331
>MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.5535055350553505%,0.005535055350553505
>MEG_1210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,10.893617021276595%,0.10893617021276596
>MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,5.813953488372093%,0.10644007155635063
>MEG_1212|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR1,11.986588432523051%,0.11986588432523052
>MEG_1213|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,13.701657458563535%,0.13701657458563535
>MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,3.109656301145663%,0.031096563011456628
>MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,2.348993288590604%,0.02348993288590604
>MEG_1217|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,38.741721854304636%,0.46688741721854304
>MEG_1218|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|BCRCM,8.51063829787234%,0.0851063829787234
>MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,24.538745387453876%,0.24538745387453875
>MEG_1221|Drugs|betalactams|Class_A_betalactamases|BEL,15.550239234449762%,0.15550239234449761
>MEG_1222|Drugs|betalactams|Class_A_betalactamases|BEL,2.631578947368421%,0.02631578947368421
>MEG_1223|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPC,2.4354243542435423%,0.024354243542435424
